user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
BI_ER_061016_Refined_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__GCA-1730015;s__	N/A	N/A	N/A	N/A	N/A	GCA_001730015.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__GCA-1730015;s__GCA-1730015 sp001730015	76.04	0.06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	61.13	11	0.879483975095	N/A
SH_ER_050417_Refined_44	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__GCA-1730015;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.18	11	0.879368644689	N/A
BI_ER_110816_Refined_15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__GCA-1730015;s__	N/A	N/A	N/A	N/A	N/A	GCA_001730015.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__GCA-1730015;s__GCA-1730015 sp001730015	76.12	0.07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.68	11	0.878861685564	N/A
BI_ER_050716_Refined_25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC5015;f__HTCC5015;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	86.67	11	0.835574582027	N/A
CB_ER_080217_Refined_69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC5015;f__HTCC5015;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	83.79	11	0.834628836884	N/A
CB_ER_040417_Refined_28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	50.63	11	0.87666825305	N/A
BH_ER_070217_Refined_17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	90.4	11	0.873994584278	N/A
SH_ER_140616_Refined_5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.1	11	0.872459520238	N/A
BH_ER_161216_Refined_36	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.44	11	0.871941405052	N/A
BH_ER_060416_Refined_43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	99.05	11	0.871930335106	N/A
BI_ER_161216_Refined_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.1	11	0.871608397675	N/A
CB_ER_080217_Refined_44	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	99.05	11	0.871466015814	N/A
CB_ER_130617_Refined_39	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	45.28	11	0.871222134586	N/A
SH_ER_110816_Refined_11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	74.21	11	0.871120980516	N/A
BI_ER_161216_Refined_9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.21	11	0.871059012733	N/A
SH_ER_050617_Refined_22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	64.27	11	0.869979696112	N/A
BH_ER_050617_Refined_38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	60.83	11	0.869475475081	N/A
BH_ER_060416_Refined_54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.87	11	0.868799236268	N/A
CB_ER_070716_Refined_23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	94.17	11	0.868659857229	N/A
BI_ER_050417_Refined_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.0	11	0.867626080097	N/A
BH_ER_070616_Refined_6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.1	11	0.867435459642	N/A
SH_ER_050716_Refined_53	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.06	11	0.867398975805	N/A
CB_ER_080416_Refined_31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.51	11	0.867122760455	N/A
BI_ER_161216_Refined_27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	79.46	11	0.866951079835	N/A
SH_ER_050716_Refined_55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	56.88	11	0.864815776768	N/A
SH_ER_110816_Refined_15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.63	11	0.864726632088	N/A
BH_ER_070217_Refined_16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	93.87	11	0.863745426942	N/A
BH_ER_070616_Refined_14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	63.69	11	0.86123126389	N/A
BH_ER_110816_Refined_56	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	50.75	11	0.860389216322	N/A
BH_ER_050417_Refined_80	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__UBA7415;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	58.79	11	0.85702337082	N/A
SH_ER_110816_Refined_6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	44.9	11	0.809340597192	N/A
CB_ER_130617_Refined_13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	66.23	11	0.801901787659	N/A
CB_ER_080416_Refined_48	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA7415;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.89	11	0.800509027743	N/A
SH_ER_050716_Refined_23	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__GCA-2401155;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	50.56	11	0.912991674353	N/A
CB_ER_130617_Refined_6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	72.16	11	0.804071645669	N/A
SH_ER_050716_Refined_11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	80.22	11	0.802988498586	N/A
SH_ER_110816_Refined_14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	94.37	11	0.802207731577	N/A
SH_ER_050617_Refined_33	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	97.5	11	0.802013944245	N/A
BH_ER_161216_Refined_50	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.31	11	0.801512209264	N/A
BH_ER_161216_Refined_55	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	94.27	11	0.800904069467	N/A
CB_ER_130617_Refined_11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.79	11	0.800323723329	N/A
BI_ER_070616_Refined_12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.67	11	0.826466153368	N/A
CB_ER_080416_Refined_39	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.25	11	0.824997323745	N/A
BH_ER_060416_Refined_101	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	47.0	11	0.824721823848	N/A
CB_ER_080416_Refined_34	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.74	11	0.823705386482	N/A
CB_ER_141216_Refined_7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	93.33	11	0.869996125483	N/A
CB_ER_080217_Refined_59	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__	N/A	N/A	N/A	N/A	N/A	GCF_900143535.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__Tateyamaria sp900143535	78.08	0.37	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__	Placement	taxonomic classification fully defined by topology	GCF_000814025.1, s__Tateyamaria sp000814025, 95.0, 77.35, 0.28; GCF_001969365.1, s__Tateyamaria omphalii, 95.0, 77.08, 0.32	49.09	11	0.983451130487	N/A
CB_ER_040417_Refined_22	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	58.08	11	0.941116216558	N/A
BH_ER_161216_Refined_23	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	74.23	11	0.940714048455	N/A
SH_ER_110816_Refined_13	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	N/A	N/A	N/A	N/A	N/A	GCF_003058085.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sediminilitoris	77.36	0.23	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	Placement	taxonomic classification fully defined by topology	GCF_900143545.1, s__Yoonia sp900143545, 95.0, 77.82, 0.26; GCF_000169435.1, s__Yoonia sp000169435, 95.0, 77.53, 0.25; GCF_001419985.1, s__Yoonia sp001419985, 95.0, 77.49, 0.21; GCF_003003285.1, s__Yoonia maritima, 95.0, 77.46, 0.19; GCF_003201935.1, s__Yoonia sp003201935, 95.0, 77.44, 0.21; GCF_002933395.1, s__Yoonia maritima_A, 95.0, 77.44, 0.19; GCF_002797915.1, s__Yoonia maricola, 95.0, 77.34, 0.25; GCF_900156505.1, s__Yoonia rosea, 95.0, 77.32, 0.21; GCF_000967725.1, s__Yoonia sp000967725, 95.0, 77.22, 0.15; GCF_900115105.1, s__Yoonia tamlensis, 95.0, 77.12, 0.21; GCF_000382265.1, s__Yoonia vestfoldensis, 95.0, 76.99, 0.17; GCF_002158905.1, s__Yoonia vestfoldensis_B, 95.0, 76.98, 0.18; GCF_900114675.1, s__Yoonia litorea, 95.0, 76.85, 0.16; GCF_000152785.1, s__Yoonia vestfoldensis_A, 95.0, 76.71, 0.16	72.58	11	0.98563575779	N/A
SH_ER_050716_Refined_46	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	N/A	N/A	N/A	N/A	N/A	GCF_003058085.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sediminilitoris	77.6	0.26	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	Placement	taxonomic classification fully defined by topology	GCF_900143545.1, s__Yoonia sp900143545, 95.0, 78.38, 0.29; GCF_900115105.1, s__Yoonia tamlensis, 95.0, 78.19, 0.25; GCF_000169435.1, s__Yoonia sp000169435, 95.0, 78.13, 0.29; GCF_900156505.1, s__Yoonia rosea, 95.0, 77.96, 0.3; GCF_001419985.1, s__Yoonia sp001419985, 95.0, 77.95, 0.28; GCF_002933395.1, s__Yoonia maritima_A, 95.0, 77.94, 0.21; GCF_000967725.1, s__Yoonia sp000967725, 95.0, 77.9, 0.2; GCF_002797915.1, s__Yoonia maricola, 95.0, 77.83, 0.32; GCF_003201935.1, s__Yoonia sp003201935, 95.0, 77.8, 0.29; GCF_003003285.1, s__Yoonia maritima, 95.0, 77.76, 0.2; GCF_900114675.1, s__Yoonia litorea, 95.0, 77.54, 0.2; GCF_000152785.1, s__Yoonia vestfoldensis_A, 95.0, 77.41, 0.21; GCF_002158905.1, s__Yoonia vestfoldensis_B, 95.0, 77.28, 0.23; GCF_000382265.1, s__Yoonia vestfoldensis, 95.0, 77.25, 0.23	82.7	11	0.984921734533	N/A
SH_ER_050617_Refined_30	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	N/A	N/A	N/A	N/A	N/A	GCF_003058085.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sediminilitoris	77.59	0.23	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	Placement	taxonomic classification fully defined by topology	GCF_900143545.1, s__Yoonia sp900143545, 95.0, 78.14, 0.28; GCF_000169435.1, s__Yoonia sp000169435, 95.0, 78.1, 0.29; GCF_002933395.1, s__Yoonia maritima_A, 95.0, 78.02, 0.2; GCF_003201935.1, s__Yoonia sp003201935, 95.0, 78.01, 0.26; GCF_002797915.1, s__Yoonia maricola, 95.0, 77.92, 0.3; GCF_900156505.1, s__Yoonia rosea, 95.0, 77.86, 0.29; GCF_003003285.1, s__Yoonia maritima, 95.0, 77.81, 0.2; GCF_900115105.1, s__Yoonia tamlensis, 95.0, 77.81, 0.28; GCF_001419985.1, s__Yoonia sp001419985, 95.0, 77.8, 0.28; GCF_000967725.1, s__Yoonia sp000967725, 95.0, 77.5, 0.2; GCF_002158905.1, s__Yoonia vestfoldensis_B, 95.0, 77.43, 0.21; GCF_900114675.1, s__Yoonia litorea, 95.0, 77.37, 0.2; GCF_000152785.1, s__Yoonia vestfoldensis_A, 95.0, 77.37, 0.26; GCF_000382265.1, s__Yoonia vestfoldensis, 95.0, 77.23, 0.22	96.33	11	0.984325747864	N/A
BI_ER_050417_Refined_11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooctadecabacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_900172275.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooctadecabacter;s__Pseudooctadecabacter jejudonensis	77.81	0.28	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	63.13	11	0.972318331744	N/A
BH_ER_060416_Refined_19	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	69.62	11	0.957108844586	N/A
CB_ER_040417_Refined_21	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Silicimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_003148765.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Silicimonas;s__Silicimonas algicola	76.26	0.12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	93.33	11	0.956932056313	N/A
BH_ER_161216_Refined_10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	98.81	11	0.794339992295	N/A
